1.25e-07 0.156558 400000  1200
1.51515e-07 0.156527 400243  1200.75
1.7803e-07 0.156491 400443  1201.53
2.04545e-07 0.15645 400538  1202.23
2.31061e-07 0.156406 400486  1202.79
2.57576e-07 0.156359 400254  1203.16
2.84091e-07 0.156307 400098  1203.3
3.10606e-07 0.156253 400132  1203.2
3.37121e-07 0.156196 400167  1202.85
3.63636e-07 0.156136 400203  1202.23
3.90152e-07 0.156073 400238  1201.36
4.16667e-07 0.156007 400270  1200.86
4.43182e-07 0.15594 400297  1200.98
4.69697e-07 0.15587 400319  1201.08
4.96212e-07 0.155798 400333  1201.15
5.22727e-07 0.155724 400336  1201.2
5.49242e-07 0.155648 400354  1201.25
5.75758e-07 0.155571 400384  1201.28
6.02273e-07 0.155491 400394  1201.31
6.28788e-07 0.155411 400369  1201.31
6.55303e-07 0.155329 400369  1201.36
6.81818e-07 0.155246 400375  1201.4
7.08333e-07 0.155161 400410  1201.41
7.34848e-07 0.155075 400453  1201.4
7.61364e-07 0.154989 400495  1201.35
7.87879e-07 0.154901 400537  1201.28
8.14394e-07 0.154812 400576  1201.22
8.40909e-07 0.154723 400612  1201.13
8.67424e-07 0.154633 400644  1201.09
8.93939e-07 0.154542 400670  1201.04
9.20455e-07 0.15445 400690  1200.98
9.4697e-07 0.154359 400701  1200.95
9.73485e-07 0.154266 400704  1200.99
1e-06 0.154173 400698  1201.04
1.02632e-06 0.154081 400697  1201.07
1.05263e-06 0.153988 400733  1201.09
1.07895e-06 0.153895 400764  1201.11
1.10526e-06 0.153801 400790  1201.1
1.13158e-06 0.153708 400809  1201.08
1.15789e-06 0.153614 400822  1201.05
1.18421e-06 0.15352 400830  1200.99
1.21053e-06 0.153426 400874  1200.96
1.23684e-06 0.153333 400915  1200.97
1.26316e-06 0.153239 400952  1200.98
1.28947e-06 0.153145 400984  1200.96
1.31579e-06 0.153051 401009  1200.96
1.34211e-06 0.152958 401028  1201
1.36842e-06 0.152864 401037  1201.02
1.39474e-06 0.152771 401037  1201.04
1.42105e-06 0.152678 401032  1201.05
1.44737e-06 0.152585 401017  1201.05
1.47368e-06 0.152492 401015  1201.04
1.5e-06 0.1524 401020  1201.02
1.52632e-06 0.152308 401050  1200.99
1.55263e-06 0.152216 401083  1200.99
1.57895e-06 0.152124 403659  1201
1.60526e-06 0.152033 406014  1201.02
1.63158e-06 0.151942 408114  1201.02
1.65789e-06 0.151852 409937  1201.04
1.68421e-06 0.151761 411468  1201.04
1.71053e-06 0.151671 412700  1201.03
1.73684e-06 0.151582 413629  1201.01
1.76316e-06 0.151492 414262  1200.98
1.78947e-06 0.151403 414607  1200.93
1.81579e-06 0.151315 414687  1200.86
1.84211e-06 0.151227 414534  1200.79
1.86842e-06 0.151139 414192  1200.82
1.89474e-06 0.151052 413709  1200.85
1.92105e-06 0.150965 413173  1200.88
1.94737e-06 0.150878 412662  1200.91
1.97368e-06 0.150792 412124  1200.93
2e-06 0.150706 412258  1200.96
2.02632e-06 0.150621 412221  1200.98
2.05263e-06 0.150536 411891  1201.03
2.07895e-06 0.150452 411278  1201.07
2.10526e-06 0.150368 410396  1201.12
2.13158e-06 0.150284 409253  1201.17
2.15789e-06 0.150201 407862  1201.22
2.18421e-06 0.150119 406235  1201.26
2.21053e-06 0.150036 415763  1201.3
2.23684e-06 0.149955 425405  1201.33
2.26316e-06 0.149873 434762  1201.37
2.28947e-06 0.149792 443800  1201.41
2.31579e-06 0.149712 452476  1201.44
2.34211e-06 0.149632 460712  1201.48
2.36842e-06 0.149553 468493  1201.52
2.39474e-06 0.149474 475804  1201.57
2.42105e-06 0.149395 482631  1201.61
2.44737e-06 0.149317 488964  1201.65
2.47368e-06 0.149239 494795  1201.7
2.5e-06 0.149162 500140  1201.75
2.52632e-06 0.149085 505000  1201.79
2.55263e-06 0.149008 509366  1201.83
2.57895e-06 0.148933 513240  1201.87
2.60526e-06 0.148857 516628  1201.9
2.63158e-06 0.148782 519537  1201.93
2.65789e-06 0.148707 521974  1201.95
2.68421e-06 0.148633 523949  1201.96
2.71053e-06 0.148559 525474  1201.95
2.73684e-06 0.148486 526560  1201.92
2.76316e-06 0.148413 527168  1201.88
2.78947e-06 0.148341 527297  1201.81
2.81579e-06 0.148269 527007  1201.72
2.84211e-06 0.148197 526330  1201.59
2.86842e-06 0.148126 525245  1201.42
2.89474e-06 0.148055 523883  1201.2
2.92105e-06 0.147985 522262  1200.91
2.94737e-06 0.147916 520398  1200.56
2.97368e-06 0.147846 518300  1200.38
3e-06 0.147778 515971  1200.37
3.02632e-06 0.14771 513392  1200.38
3.05263e-06 0.147642 510565  1200.39
3.07895e-06 0.147575 507531  1200.4
3.10526e-06 0.147508 504302  1200.41
3.13158e-06 0.147442 500890  1200.41
3.15789e-06 0.147376 497305  1200.42
3.18421e-06 0.147311 493556  1200.42
3.21053e-06 0.147247 489653  1200.42
3.23684e-06 0.147183 485613  1200.41
3.26316e-06 0.147119 481448  1200.4
3.28947e-06 0.147056 477173  1200.39
3.31579e-06 0.146994 472750  1200.37
3.34211e-06 0.146932 468148  1200.35
3.36842e-06 0.146871 463437  1200.32
3.39474e-06 0.146811 458663  1200.29
3.42105e-06 0.14675 453861  1200.26
3.44737e-06 0.146691 450028  1200.26
3.47368e-06 0.146632 446115  1200.25
3.5e-06 0.146574 442086  1200.24
3.52632e-06 0.146516 437971  1200.23
3.55263e-06 0.146459 433791  1200.21
3.57895e-06 0.146402 429565  1200.19
3.60526e-06 0.146346 425305  1200.16
3.63158e-06 0.146291 422645  1200.12
3.65789e-06 0.146236 420214  1200.08
3.68421e-06 0.146181 417674  1200.04
3.71053e-06 0.146128 416538  1200.01
3.73684e-06 0.146075 416563  1199.98
3.76316e-06 0.146022 416370  1199.94
3.78947e-06 0.14597 415983  1199.9
3.81579e-06 0.145919 415403  1199.86
3.84211e-06 0.145868 414558  1199.8
3.86842e-06 0.145818 413328  1199.74
3.89474e-06 0.145768 411853  1199.68
3.92105e-06 0.145719 410154  1199.6
3.94737e-06 0.145671 408251  1199.51
3.97368e-06 0.145623 406782  1199.42
4e-06 0.145576 406963  1199.31
4.02632e-06 0.145529 406874  1199.18
4.05263e-06 0.145483 406504  1199.04
4.07895e-06 0.145437 405851  1198.88
4.10526e-06 0.145392 404935  1198.71
4.13158e-06 0.145347 403760  1198.51
4.15789e-06 0.145303 402335  1198.3
4.18421e-06 0.145259 400668  1198.05
4.21053e-06 0.145216 398794  1197.79
4.23684e-06 0.145173 397196  1197.49
4.26316e-06 0.145131 404713  1197.17
4.28947e-06 0.14509 413724  1196.82
4.31579e-06 0.145048 422652  1196.43
4.34211e-06 0.145008 431489  1196.02
4.36842e-06 0.144967 440223  1195.56
4.39474e-06 0.144927 448845  1195.08
4.42105e-06 0.144888 457345  1194.55
4.44737e-06 0.144849 465713  1193.98
4.47368e-06 0.14481 473939  1193.38
4.5e-06 0.144772 482013  1192.73
4.52632e-06 0.144735 489927  1192.05
4.55263e-06 0.144697 497672  1191.32
4.57895e-06 0.144661 505239  1190.54
4.60526e-06 0.144624 512622  1189.73
4.63158e-06 0.144588 519813  1188.86
4.65789e-06 0.144553 526804  1187.95
4.68421e-06 0.144518 533588  1187
4.71053e-06 0.144483 540161  1186
4.73684e-06 0.144448 546514  1184.95
4.76316e-06 0.144415 552643  1183.85
4.78947e-06 0.144381 558543  1182.71
4.81579e-06 0.144348 564210  1181.52
4.84211e-06 0.144315 569639  1180.28
4.86842e-06 0.144283 574827  1178.99
4.89474e-06 0.144251 579770  1177.66
4.92105e-06 0.144219 584459  1176.28
4.94737e-06 0.144188 588876  1174.86
4.97368e-06 0.144157 592966  1173.38
5e-06 0.144126 596772  1171.86
5.02632e-06 0.144096 601485  1170.3
5.05263e-06 0.144066 606021  1168.69
5.07895e-06 0.144037 611225  1167.04
5.10526e-06 0.144008 616555  1165.34
5.13158e-06 0.143979 621614  1163.6
5.15789e-06 0.14395 626345  1161.82
5.18421e-06 0.143922 630869  1160
5.21053e-06 0.143894 635176  1158.13
5.23684e-06 0.143867 639245  1156.23
5.26316e-06 0.14384 643050  1154.29
5.28947e-06 0.143813 646567  1152.31
5.31579e-06 0.143787 649768  1150.29
5.34211e-06 0.14376 652932  1148.24
5.36842e-06 0.143735 657100  1146.15
5.39474e-06 0.143709 660932  1144.02
5.42105e-06 0.143684 664397  1141.87
5.44737e-06 0.143659 667464  1139.67
5.47368e-06 0.143634 670105  1137.45
5.5e-06 0.14361 672287  1135.2
5.52632e-06 0.143586 673977  1132.91
5.55263e-06 0.143562 675189  1130.59
5.57895e-06 0.143538 675970  1128.25
5.60526e-06 0.143515 676315  1125.87
5.63158e-06 0.143492 676222  1123.47
5.65789e-06 0.14347 676129  1121.03
5.68421e-06 0.143447 677556  1118.57
5.71053e-06 0.143425 678459  1116.09
5.73684e-06 0.143403 678820  1113.58
5.76316e-06 0.143382 678703  1111.04
5.78947e-06 0.14336 678142  1108.48
5.81579e-06 0.143339 677147  1105.89
5.84211e-06 0.143319 675725  1103.28
5.86842e-06 0.143298 673895  1100.65
5.89474e-06 0.143278 673386  1097.99
5.92105e-06 0.143258 674338  1095.31
5.94737e-06 0.143238 674717  1092.61
5.97368e-06 0.143219 674513  1089.89
6e-06 0.143199 673721  1087.15
6.02632e-06 0.14318 672431  1084.39
6.05263e-06 0.143162 670707  1081.61
6.07895e-06 0.143143 668564  1078.8
6.10526e-06 0.143125 666017  1075.98
6.13158e-06 0.143107 663083  1073.14
6.15789e-06 0.143089 661341  1070.28
6.18421e-06 0.143072 662275  1067.41
6.21053e-06 0.143054 662625  1064.51
6.23684e-06 0.143037 662407  1061.6
6.26316e-06 0.143021 661629  1058.67
6.28947e-06 0.143004 660286  1055.72
6.31579e-06 0.142988 658489  1052.75
6.34211e-06 0.142972 656257  1049.77
6.36842e-06 0.142956 653610  1046.77
6.39474e-06 0.14294 650566  1043.76
6.42105e-06 0.142925 647149  1040.73
6.44737e-06 0.14291 643379  1037.68
6.47368e-06 0.142895 639279  1034.62
6.5e-06 0.142881 634870  1031.54
6.52632e-06 0.142866 633024  1028.45
6.55263e-06 0.142852 631568  1025.34
6.57895e-06 0.142838 629657  1022.21
6.60526e-06 0.142824 627343  1019.07
6.63158e-06 0.142811 624636  1015.92
6.65789e-06 0.142798 621549  1012.75
6.68421e-06 0.142785 618098  1009.56
6.71053e-06 0.142772 614298  1006.37
6.73684e-06 0.14276 610793  1003.15
6.76316e-06 0.142747 610140  999.927
6.78947e-06 0.142735 609028  996.686
6.81579e-06 0.142723 607510  993.431
6.84211e-06 0.142712 605603  992.972
6.86842e-06 0.142701 603322  992.71
6.89474e-06 0.142689 600685  992.548
6.92105e-06 0.142679 597709  992.909
6.94737e-06 0.142668 595170  993.214
6.97368e-06 0.142658 592320  993.456
7e-06 0.142647 591473  993.632
7.02632e-06 0.142638 592194  993.742
7.05263e-06 0.142628 592432  993.783
7.07895e-06 0.142618 592169  993.755
7.10526e-06 0.142609 591455  993.659
7.13158e-06 0.1426 590328  993.495
7.15789e-06 0.142592 588803  993.262
7.18421e-06 0.142583 586895  992.961
7.21053e-06 0.142575 584620  992.591
7.23684e-06 0.142567 581997  992.156
7.26316e-06 0.14256 579043  991.656
7.28947e-06 0.142552 575777  991.095
7.31579e-06 0.142545 572217  990.462
7.34211e-06 0.142538 568376  989.755
7.36842e-06 0.142531 564269  988.972
7.39474e-06 0.142525 559912  988.115
7.42105e-06 0.142519 557664  987.185
7.44737e-06 0.142513 557303  986.185
7.47368e-06 0.142508 556588  985.118
7.5e-06 0.142502 555498  985.402
7.52632e-06 0.142497 554039  985.974
7.55263e-06 0.142492 552224  986.487
7.57895e-06 0.142488 550069  986.941
7.60526e-06 0.142484 547591  987.334
7.63158e-06 0.14248 544805  987.667
7.65789e-06 0.142476 541724  987.945
7.68421e-06 0.142472 538361  988.173
7.71053e-06 0.142469 534733  988.348
7.73684e-06 0.142466 530854  988.471
7.76316e-06 0.142464 526737  988.54
7.78947e-06 0.142461 525181  988.558
7.81579e-06 0.142459 524811  988.522
7.84211e-06 0.142457 524187  988.435
7.86842e-06 0.142456 523228  988.295
7.89474e-06 0.142455 521908  988.104
7.92105e-06 0.142454 520236  987.863
7.94737e-06 0.142453 518230  987.572
7.97368e-06 0.142452 515906  987.235
8e-06 0.142452 513282  986.85
8.02632e-06 0.142452 510374  986.421
8.05263e-06 0.142453 507199  985.948
8.07895e-06 0.142453 503774  985.433
8.10526e-06 0.142454 500117  984.878
8.13158e-06 0.142455 496246  984.284
8.15789e-06 0.142457 492180  983.652
8.18421e-06 0.142458 487930  982.983
8.21053e-06 0.14246 486091  982.278
8.23684e-06 0.142462 485215  981.757
8.26316e-06 0.142465 484048  981.219
8.28947e-06 0.142468 482626  980.651
8.31579e-06 0.142471 480924  980.053
8.34211e-06 0.142474 478903  979.516
8.36842e-06 0.142478 476594  979.279
8.39474e-06 0.142481 474024  980.198
8.42105e-06 0.142485 471217  981.032
8.44737e-06 0.14249 469418  981.784
8.47368e-06 0.142494 471781  982.456
8.5e-06 0.142499 473823  983.051
8.52632e-06 0.142504 475504  983.571
8.55263e-06 0.14251 476832  984.019
8.57895e-06 0.142515 483025  984.399
8.60526e-06 0.142521 490561  984.713
8.63158e-06 0.142527 497585  984.965
8.65789e-06 0.142533 504054  985.157
8.68421e-06 0.14254 509941  985.291
8.71053e-06 0.142547 515226  985.37
8.73684e-06 0.142554 519901  985.395
8.76316e-06 0.142561 523959  985.557
8.78947e-06 0.142568 527398  985.684
8.81579e-06 0.142576 530226  985.758
8.84211e-06 0.142584 532458  985.782
8.86842e-06 0.142592 534115  985.755
8.89474e-06 0.1426 535216  985.68
8.92105e-06 0.142609 535780  985.558
8.94737e-06 0.142618 535827  985.391
8.97368e-06 0.142626 535371  985.18
9e-06 0.142635 534424  984.946
9.02632e-06 0.142645 532992  984.839
9.05263e-06 0.142654 531033  984.706
9.07895e-06 0.142664 528617  984.548
9.10526e-06 0.142674 525704  985.424
9.13158e-06 0.142684 522242  988.985
9.15789e-06 0.142694 518140  992.534
9.18421e-06 0.142704 513587  996.061
9.21053e-06 0.142715 508697  999.55
9.23684e-06 0.142725 502737  1003
9.26316e-06 0.142736 496442  1006.41
9.28947e-06 0.142747 489925  1009.78
9.31579e-06 0.142758 483209  1013.08
9.34211e-06 0.142769 476281  1016.33
9.36842e-06 0.142781 474432  1019.51
9.39474e-06 0.142792 473096  1022.59
9.42105e-06 0.142804 471497  1025.58
9.44737e-06 0.142816 469643  1028.47
9.47368e-06 0.142828 467555  1031.23
9.5e-06 0.14284 465214  1033.84
9.52632e-06 0.142852 462622  1036.3
9.55263e-06 0.142864 459651  1038.63
9.57895e-06 0.142876 456371  1040.81
9.60526e-06 0.142889 452880  1042.85
9.63158e-06 0.142901 449209  1044.75
9.65789e-06 0.142914 445370  1046.51
9.68421e-06 0.142927 441387  1048.13
9.71053e-06 0.142939 437291  1049.61
9.73684e-06 0.142952 433092  1050.95
9.76316e-06 0.142965 428785  1052.15
9.78947e-06 0.142978 424289  1053.22
9.81579e-06 0.142991 419607  1054.16
9.84211e-06 0.143004 414840  1054.97
9.86842e-06 0.143017 410024  1055.66
9.89474e-06 0.143031 405281  1056.22
9.92105e-06 0.143044 405901  1056.67
9.94737e-06 0.143057 406389  1057.01
9.97368e-06 0.14307 406766  1057.24
1e-05 0.143084 407034  1057.36
1.00263e-05 0.143097 407191  1057.37
1.00526e-05 0.14311 407239  1057.29
1.00789e-05 0.143124 407180  1057.11
1.01053e-05 0.143137 407014  1056.84
1.01316e-05 0.143151 406747  1056.48
1.01579e-05 0.143164 406386  1056.05
1.01842e-05 0.143177 405930  1055.56
1.02105e-05 0.143191 405379  1055
1.02368e-05 0.143204 404727  1054.37
1.02632e-05 0.143218 403969  1053.67
1.02895e-05 0.143231 403091  1052.92
1.03158e-05 0.143244 402124  1052.1
1.03421e-05 0.143257 401071  1051.38
1.03684e-05 0.143271 399933  1051.03
1.03947e-05 0.143284 398694  1050.63
1.04211e-05 0.143297 397372  1050.19
1.04474e-05 0.14331 395974  1049.69
1.04737e-05 0.143323 394509  1049.15
1.05e-05 0.143336 392982  1048.56
1.05263e-05 0.143349 391397  1047.93
1.05526e-05 0.143362 389760  1047.26
1.05789e-05 0.143375 388073  1046.55
1.06053e-05 0.143387 389131  1045.85
1.06316e-05 0.1434 392722  1045.12
1.06579e-05 0.143413 396322  1044.37
1.06842e-05 0.143425 399928  1043.58
1.07105e-05 0.143437 403536  1042.82
1.07368e-05 0.14345 407141  1042.19
