1.07632e-05 0.143462 410741  1041.51
1.07895e-05 0.143474 414334  1040.8
1.08158e-05 0.143486 417923  1040.04
1.08421e-05 0.143498 421504  1039.25
1.08684e-05 0.143509 425071  1038.41
1.08947e-05 0.143521 428616  1037.57
1.09211e-05 0.143532 432134  1036.69
1.09474e-05 0.143544 435618  1035.77
1.09737e-05 0.143555 439061  1034.81
1.1e-05 0.143566 442457  1033.8
1.10263e-05 0.143577 445800  1032.75
1.10526e-05 0.143588 449085  1031.66
1.10789e-05 0.143598 452309  1030.52
1.11053e-05 0.143609 455471  1029.32
1.11316e-05 0.143619 458566  1028.07
1.11579e-05 0.143629 461591  1027.17
1.11842e-05 0.14364 464541  1026.55
1.12105e-05 0.14365 467413  1025.85
1.12368e-05 0.143659 470204  1025.07
1.12632e-05 0.143669 472909  1024.21
1.12895e-05 0.143678 475525  1023.28
1.13158e-05 0.143688 478048  1022.28
1.13421e-05 0.143697 480477  1021.21
1.13684e-05 0.143706 482807  1020.06
1.13947e-05 0.143715 485037  1018.88
1.14211e-05 0.143723 487164  1017.67
1.14474e-05 0.143732 489186  1016.41
1.14737e-05 0.14374 491101  1015.08
1.15e-05 0.143749 492907  1013.7
1.15263e-05 0.143757 494601  1012.26
1.15526e-05 0.143764 496182  1011.02
1.15789e-05 0.143772 497644  1010.42
1.16053e-05 0.14378 498986  1009.76
1.16316e-05 0.143787 500205  1009.06
1.16579e-05 0.143794 501299  1008.32
1.16842e-05 0.143801 502264  1007.53
1.17105e-05 0.143808 503095  1006.69
1.17368e-05 0.143815 503788  1005.8
1.17632e-05 0.143822 504344  1004.85
1.17895e-05 0.143828 504760  1003.9
1.18158e-05 0.143834 505037  1003.1
1.18421e-05 0.14384 505174  1002.26
1.18684e-05 0.143846 505172  1001.36
1.18947e-05 0.143852 505030  1000.42
1.19211e-05 0.143858 504750  999.411
1.19474e-05 0.143863 504331  998.35
1.19737e-05 0.143868 503778  997.231
1.2e-05 0.143874 503124  996.756
1.20263e-05 0.143879 502370  999.045
1.20526e-05 0.143883 501518  1001.33
1.20789e-05 0.143888 500572  1003.64
1.21053e-05 0.143893 499533  1006
1.21316e-05 0.143897 498409  1008.38
1.21579e-05 0.143901 497206  1010.78
1.21842e-05 0.143905 495927  1013.2
1.22105e-05 0.143909 494575  1015.62
1.22368e-05 0.143913 493152  1018.03
1.22632e-05 0.143917 491661  1020.44
1.22895e-05 0.14392 490104  1022.82
1.23158e-05 0.143924 488484  1025.18
1.23421e-05 0.143927 486816  1027.49
1.23684e-05 0.14393 485113  1029.76
1.23947e-05 0.143933 483376  1031.97
1.24211e-05 0.143936 481607  1034.12
1.24474e-05 0.143939 480540  1036.21
1.24737e-05 0.143941 481826  1038.24
1.25e-05 0.143944 483027  1040.2
1.25263e-05 0.143946 484141  1042.09
1.25526e-05 0.143948 485164  1043.92
1.25789e-05 0.14395 486092  1045.68
1.26053e-05 0.143952 486918  1047.37
1.26316e-05 0.143954 487634  1048.98
1.26579e-05 0.143956 488228  1050.51
1.26842e-05 0.143957 488702  1051.96
1.27105e-05 0.143959 489091  1053.34
1.27368e-05 0.14396 489394  1054.63
1.27632e-05 0.143961 489614  1055.92
1.27895e-05 0.143962 489750  1057.5
1.28158e-05 0.143963 489805  1059.26
1.28421e-05 0.143964 489780  1060.97
1.28684e-05 0.143965 489674  1062.62
1.28947e-05 0.143965 489491  1064.21
1.29211e-05 0.143966 489232  1065.74
1.29474e-05 0.143966 488900  1067.21
1.29737e-05 0.143967 488496  1068.62
1.3e-05 0.143967 488022  1069.96
1.30263e-05 0.143967 487477  1071.25
1.30526e-05 0.143967 486863  1072.47
1.30789e-05 0.143967 486180  1073.63
1.31053e-05 0.143966 485431  1074.72
1.31316e-05 0.143966 484615  1075.76
1.31579e-05 0.143966 483734  1076.73
1.31842e-05 0.143965 482790  1077.64
1.32105e-05 0.143965 481784  1078.49
1.32368e-05 0.143964 480717  1079.28
1.32632e-05 0.143963 479591  1080
1.32895e-05 0.143962 478408  1080.66
1.33158e-05 0.143961 477169  1081.25
1.33421e-05 0.14396 476430  1081.77
1.33684e-05 0.143959 475828  1082.23
1.33947e-05 0.143958 475164  1082.61
1.34211e-05 0.143957 474440  1082.92
1.34474e-05 0.143956 473657  1083.16
1.34737e-05 0.143954 472816  1083.32
1.35e-05 0.143953 471920  1083.41
1.35263e-05 0.143952 470972  1083.43
1.35526e-05 0.14395 469972  1083.38
1.35789e-05 0.143948 468922  1083.25
1.36053e-05 0.143947 467826  1083.05
1.36316e-05 0.143945 466685  1082.78
1.36579e-05 0.143943 465493  1082.44
1.36842e-05 0.143942 464253  1082.03
1.37105e-05 0.14394 462965  1081.55
1.37368e-05 0.143938 461634  1081
1.37632e-05 0.143936 460619  1080.38
1.37895e-05 0.143934 460900  1079.7
1.38158e-05 0.143933 461112  1078.95
1.38421e-05 0.143931 461254  1078.13
1.38684e-05 0.143929 461326  1077.23
1.38947e-05 0.143927 461327  1076.26
1.39211e-05 0.143925 461258  1075.25
1.39474e-05 0.143923 461119  1074.21
1.39737e-05 0.143921 460911  1073.15
1.4e-05 0.143919 460634  1072.07
1.40263e-05 0.143917 460288  1070.95
1.40526e-05 0.143915 459874  1069.82
1.40789e-05 0.143913 459393  1068.59
1.41053e-05 0.143912 458845  1067.31
1.41316e-05 0.14391 458231  1065.99
1.41579e-05 0.143908 457552  1064.65
1.41842e-05 0.143906 456808  1063.31
1.42105e-05 0.143904 456002  1061.96
1.42368e-05 0.143903 455133  1060.6
1.42632e-05 0.143901 454203  1059.26
1.42895e-05 0.143899 453213  1057.92
1.43158e-05 0.143898 452164  1056.58
1.43421e-05 0.143896 451056  1055.26
1.43684e-05 0.143895 449891  1053.95
1.43947e-05 0.143894 453996  1052.66
1.44211e-05 0.143892 459192  1051.38
1.44474e-05 0.143891 464244  1050.12
1.44737e-05 0.14389 469156  1048.87
1.45e-05 0.143889 473929  1047.64
1.45263e-05 0.143888 478551  1046.43
1.45526e-05 0.143887 483015  1045.23
1.45789e-05 0.143886 487312  1044.05
1.46053e-05 0.143886 491436  1042.89
1.46316e-05 0.143885 495382  1041.75
1.46579e-05 0.143884 499145  1040.63
1.46842e-05 0.143884 502724  1039.52
1.47105e-05 0.143884 506116  1038.43
1.47368e-05 0.143884 509320  1037.36
1.47632e-05 0.143883 512331  1036.3
1.47895e-05 0.143884 515148  1035.26
1.48158e-05 0.143884 517760  1034.24
1.48421e-05 0.143884 520127  1033.23
1.48684e-05 0.143884 522303  1032.23
1.48947e-05 0.143885 524280  1031.24
1.49211e-05 0.143886 526033  1030.26
1.49474e-05 0.143886 527568  1029.31
1.49737e-05 0.143887 528883  1028.4
1.5e-05 0.143888 529983  1027.5
1.50263e-05 0.14389 530870  1026.62
1.50526e-05 0.143891 531549  1025.75
1.50789e-05 0.143893 532020  1024.88
1.51053e-05 0.143894 532284  1024
1.51316e-05 0.143896 532341  1023.13
1.51579e-05 0.143898 532197  1022.25
1.51842e-05 0.1439 531888  1021.36
1.52105e-05 0.143902 531401  1020.46
1.52368e-05 0.143905 530736  1019.55
1.52632e-05 0.143907 529892  1018.62
1.52895e-05 0.14391 528872  1017.68
1.53158e-05 0.143913 527677  1016.73
1.53421e-05 0.143916 526307  1015.76
1.53684e-05 0.143919 524765  1014.77
1.53947e-05 0.143922 523031  1013.75
1.54211e-05 0.143926 521107  1012.69
1.54474e-05 0.143929 518995  1011.61
1.54737e-05 0.143933 516703  1010.49
1.55e-05 0.143937 514861  1009.35
1.55263e-05 0.143941 518571  1008.18
1.55526e-05 0.143946 522075  1006.97
1.55789e-05 0.14395 525450  1005.75
1.56053e-05 0.143955 528727  1004.49
1.56316e-05 0.14396 531890  1003.21
1.56579e-05 0.143964 534919  1001.91
1.56842e-05 0.14397 537700  1000.58
1.57105e-05 0.143975 540244  999.239
1.57368e-05 0.14398 542556  997.873
1.57632e-05 0.143986 544646  996.489
1.57895e-05 0.143992 546525  995.087
1.58158e-05 0.143998 548201  993.669
1.58421e-05 0.144004 549672  992.235
1.58684e-05 0.14401 550935  990.785
1.58947e-05 0.144016 551988  989.315
1.59211e-05 0.144023 552831  987.813
1.59474e-05 0.144029 553463  986.291
1.59737e-05 0.144036 553886  984.772
1.6e-05 0.144043 554099  986.055
1.60263e-05 0.14405 554097  989.809
1.60526e-05 0.144058 553885  993.437
1.60789e-05 0.144065 553468  996.938
1.61053e-05 0.144073 552855  1000.31
1.61316e-05 0.144081 552051  1003.56
1.61579e-05 0.144089 551066  1006.68
1.61842e-05 0.144097 549909  1009.67
1.62105e-05 0.144105 548592  1012.54
1.62368e-05 0.144113 547126  1015.29
1.62632e-05 0.144122 545523  1017.92
1.62895e-05 0.144131 543795  1020.43
1.63158e-05 0.144139 541952  1022.82
1.63421e-05 0.144148 540005  1025.1
1.63684e-05 0.144157 537963  1027.27
1.63947e-05 0.144167 535835  1029.33
1.64211e-05 0.144176 533629  1031.28
1.64474e-05 0.144185 531354  1033.13
1.64737e-05 0.144195 529017  1034.88
1.65e-05 0.144205 526629  1036.53
1.65263e-05 0.144215 524201  1038.08
1.65526e-05 0.144225 521740  1039.54
1.65789e-05 0.144235 519252  1040.91
1.66053e-05 0.144245 516743  1042.19
1.66316e-05 0.144255 514217  1043.39
1.66579e-05 0.144266 511677  1044.51
1.66842e-05 0.144276 509127  1045.55
1.67105e-05 0.144287 506568  1046.5
1.67368e-05 0.144298 504003  1047.38
1.67632e-05 0.144309 501432  1048.17
1.67895e-05 0.14432 498857  1048.89
1.68158e-05 0.144331 496279  1049.53
1.68421e-05 0.144342 493698  1050.1
1.68684e-05 0.144354 491113  1050.58
1.68947e-05 0.144365 488526  1050.99
1.69211e-05 0.144377 485936  1051.32
1.69474e-05 0.144388 483342  1051.55
1.69737e-05 0.1444 480745  1051.69
1.7e-05 0.144412 478143  1051.73
1.70263e-05 0.144423 475536  1051.67
1.70526e-05 0.144435 472923  1051.51
1.70789e-05 0.144447 470305  1051.25
1.71053e-05 0.144459 467680  1050.86
1.71316e-05 0.144472 465049  1050.37
1.71579e-05 0.144484 462410  1049.78
1.71842e-05 0.144496 459764  1049.12
1.72105e-05 0.144508 457107  1048.38
1.72368e-05 0.144521 454441  1047.57
1.72632e-05 0.144533 451762  1046.68
1.72895e-05 0.144546 449071  1045.72
1.73158e-05 0.144558 446366  1044.69
1.73421e-05 0.144571 443647  1043.59
1.73684e-05 0.144584 440914  1042.43
1.73947e-05 0.144596 438165  1041.16
1.74211e-05 0.144609 435403  1039.8
1.74474e-05 0.144622 432626  1038.38
1.74737e-05 0.144635 429835  1036.91
1.75e-05 0.144648 427031  1035.41
1.75263e-05 0.144661 424214  1033.86
1.75526e-05 0.144673 421386  1032.29
1.75789e-05 0.144686 418547  1030.69
1.76053e-05 0.144699 415698  1029.07
1.76316e-05 0.144712 412840  1027.43
1.76579e-05 0.144725 409974  1025.75
1.76842e-05 0.144738 407101  1024.05
1.77105e-05 0.144751 404220  1022.33
1.77368e-05 0.144764 401357  1020.59
1.77632e-05 0.144777 398513  1018.82
1.77895e-05 0.14479 395688  1017.03
1.78158e-05 0.144803 392882  1015.22
1.78421e-05 0.144816 390093  1013.56
1.78684e-05 0.144829 387323  1012.07
